15502;SCI.trai;Harjoittelu;Training;Praktik;01.08.2016 - 31.07.2017;;0-10;;;
15501;SCI.khar;Kansainvälinen harjoittelu (alempi perustutkinto);International Training (lower university degree);Internationell praktik (lägre grundexamen);01.08.2016 - 31.07.2017;;1-25;;;
15500;SCI.itra;Kansainvälinen harjoittelu (ylempi perustutkinto);International Training (higher university degree);Internationell praktik (högre grundexamen);01.08.2016 - 31.07.2017;;1-25;;;
15499;SCI.harj;Harjoittelu;Training;Praktik;01.08.2016 - 31.07.2017;;0-10;;;
14487;MS-E2112;Multivariate statistical analysis;Multivariate statistical analysis;Multivariate statistical analysis;02.01.2017 - 31.03.2017;III-IV (Spring)  ;5;Pauliina Ilmonen;;;
14486;MS-E1998;Introduction to R programming;Course with Varying Content V;Course with Varying Content V;29.10.2016 - 30.10.2016;;1-10;Pauliina Ilmonen;;;
14485;MS-E1998;Finite Geometry;Finite Geometry;Finite Geometry;10.04.2017 - 18.05.2017;;1-10;Camilla Hollanti, Marcus Greferath;;;
14484;MS-E1997;Algebraic Number Theory;Algebraic Number Theory;Algebraic Number Theory;20.02.2017 - 31.03.2017;;1-10;Camilla Hollanti, David Karpuk;;;
14483;MS-E1997;Commutative Algebra;Commutative Algebra;Commutative Algebra;02.01.2017 - 10.02.2017;;1-10;Camilla Hollanti, David Karpuk;;;
14482;MS-E1996;Matroid theory;Matroid theory;Matroid theory;01.11.2016 - 07.12.2016;;1-10;Camilla Hollanti, Thomas Westerbäck;;;
14481;MS-E1995;Elliptic Curves;Elliptic Curves;Elliptic Curves;31.10.2016 - 08.12.2016;;1-10;Camilla Hollanti, David Karpuk;;;
14480;MS-E1994;Elliptic Curve Cryptography;Elliptic Curve Cryptography;Elliptic Curve Cryptography;12.09.2016 - 21.10.2016;;1-10;Camilla Hollanti, David Karpuk;;;
14479;MS-E1993;Time-frequency analysis;Course with Varying Content V;Course with Varying Content V;11.04.2017 - 19.05.2017;;1-10;Ville Turunen;;;
14478;MS-E1992;Harmonic analysis;Course with Varying Content V;Course with Varying Content V;02.01.2017 - 09.02.2017;;1-10;Juha Kinnunen;;;
14477;MS-E1991;Analysis in metric spaces;Analysis in metric spaces;Analysis in metric spaces;10.04.2017 - 18.05.2017;;1-10;Riikka Korte;;;
14476;MS-E1990;How to Lie with Statistics?;Course with Varying Content V;Course with Varying Content V;31.10.2016 - 09.12.2016;;1-10;Pauliina Ilmonen;;;
14475;MS-E1743;Computational mechanics 2;Computational mechanics 2;Computational mechanics 2;11.04.2017 - 18.05.2017;V (Spring)  ;5;Rolf Stenberg;;;
14474;MS-E1742;Computational mechanics 1;Computational mechanics 1;Computational mechanics 1;21.02.2017 - 30.03.2017;IV (Spring)  ;5;Rolf Stenberg;;;
14473;MS-E1741;Continuum mechanics 2;Continuum mechanics 2;Continuum mechanics 2;01.11.2016 - 08.12.2016;II (Autumn)  ;5;Rolf Stenberg;;;
14472;MS-E1740;Continuum mechanics 1;Continuum mechanics 1;Continuum mechanics 1;13.09.2016 - 20.10.2016;I (Autumn)  ;5;Rolf Stenberg;;;
14471;MS-E1659;Seminar on applied mathematics (V);Seminar on applied mathematics (V);Seminar on applied mathematics (V);12.09.2016 - 05.12.2016;I-V (academic year)  ;1-5;Nuutti Hyvönen;;;
14470;MS-E1654;Computational inverse problems;Computational inverse problems;Computational inverse problems;23.02.2017 - 31.03.2017;IV (Spring)  ;5;Nuutti Hyvönen;;;
14469;MS-E1653;Finite element method;Finite element method;Finite element method;02.01.2017 - 30.03.2017;III-IV (Spring)  ;5;Antti Hannukainen;;;
14468;MS-E1652;Computational methods for differential equations;Computational methods for differential equations;Computational methods for differential equations;31.10.2016 - 08.12.2016;II (Autumn)  ;5;Nuutti Hyvönen;;;
14467;MS-E1651;Numerical matrix computations;Numerical matrix computations;Numerical matrix computations;13.09.2016 - 21.10.2016;I (Autumn)  ;5;Antti Hannukainen;;;
14466;MS-E1609;Seminar on stochastics and statistics (V);Seminar on stochastics and statistics (V);Seminar on stochastics and statistics (V);12.09.2016 - 05.12.2016;I-V (academic year)  ;1-5;Kalle Kytölä, Lasse Leskelä, Pauliina Ilmonen;;;
14465;MS-E1602;Large random systems;Large random systems;Large random systems;20.02.2017 - 30.03.2017;IV (Spring 2017), every other year  ;5;Kalle Kytölä;;;
14464;MS-E1600;Probability theory;Probability theory;Probability theory;02.01.2017 - 09.02.2017;III (Spring)  ;5;Kalle Kytölä;;;
14463;MS-E1460;Functional analysis;Functional analysis;Functional analysis;14.09.2016 - 21.10.2016;I (Autumn)  ;5;Ville Turunen;;;
14462;MS-E1289;Seminar on analysis and geometry (V);Seminar on analysis and geometry (V);Seminar on analysis and geometry (V);13.09.2016 - 19.05.2017;I-V (academic year)  ;1-5;Juha Kinnunen, Riikka Korte, Kirsi Peltonen;;;
14461;MS-E1280;Measure and integral;Measure and integral;Measure and integral;31.10.2016 - 08.12.2016;II (Autumn)  ;5;Juha Kinnunen;;;
14460;MS-E1110;Number theory;Number theory;Number theory;01.11.2016 - 08.12.2016;II (Autumn).  ;5;Camilla Hollanti;;;
14459;MS-E1051;Combinatorics;Combinatorics;Combinatorics;13.09.2016 - 21.10.2016;I (Autumn)  ;5;Alexander Engström;;;
14458;MS-E1050;Graph theory;Graph theory;Graph theory;12.09.2016 - 21.10.2016;I (Autumn);5;Alexander Engström;;;
14457;MS-E1011;Tieteen historia;History of Science;Vetenskapshistoria;12.09.2016 - 08.12.2016;I-II (syksy 2016), joka toinen vuosi  ;5;Ilpo Halonen;;;
14456;MS-E1000;Crystal Flowers in Halls of Mirrors: Mathematics meets Art and Architecture;Crystal Flowers in Halls of Mirrors: Mathematics meets Art and Architecture;Crystal Flowers in Halls of Mirrors: Mathematics meets Art and Architecture;03.01.2017 - 19.05.2017;III-IV (Spring 2017), every other year  ;5-15;Kirsi Peltonen;;;
14455;MS-C2132;Systeemianalyysilaboratorio I;Systems Analysis Laboratory I;Systemanalyslaboratorium I;02.01.2017 - 17.05.2017;III-V;5;Kai Virtanen;;;
14454;MS-C2128;Ennustaminen ja aikasarja-analyysi;Prediction and Time Series Analysis;Prediktering och tidsserieanalys;31.10.2016 - 08.12.2016;II (Syksy);5;Lauri Viitasaari;;;
14453;MS-C2111;Stokastiset prosessit;Stochastic Processes;Stokastiska processer;12.09.2016 - 21.10.2016;I (Syksy);5;Kalle Kytölä;;;
14452;MS-C2107;Sovelletun matematiikan tietokonetyöt;Computational Assignments in Applied Mathematics;Datorarbeten i tillämpad matematik;03.01.2017 - 30.03.2017;I - II, III - IV;5;Tuomas Lahtinen;;;
14451;MS-C2105;Optimoinnin perusteet;Introduction to Optimization;Grundkurs i optimering;20.02.2017 - 31.03.2017;IV;5;Harri Ehtamo;;;
14450;MS-C2104;Tilastollisen analyysin perusteet;;;02.01.2017 - 31.03.2017;III-IV;5;Pauliina Ilmonen;;;
14449;MS-C2103;Koesuunnittelu ja tilastolliset mallit;Design of Experiments and Statistical Models;Försöksplanering och statistiska modeller;02.01.2017 - 10.02.2017;III  ;5;Lauri Viitasaari, Pauliina Ilmonen;;;
14448;MS-C1650;Numeerinen analyysi;Numerical analysis;Numerisk analys;20.02.2017 - 06.04.2017;IV (kevät);5;Harri Hakula;;;
14447;MS-C1540;Euklidiset avaruudet;Euclidean spaces;Euklidiska rum;02.01.2017 - 13.02.2017;III (kevät);5;Pekka Alestalo;;;
14446;MS-C1420;Fourier-analyysi;Fourier analysis;Fourieranalys;21.02.2017 - 05.04.2017;I, IV (lv 2016-2017);5;Ville Turunen;;;
14445;MS-C1420;Fourier-analyysi;Fourier analysis;Fourieranalys;12.09.2016 - 24.10.2016;I, IV (lv 2016-2017);5;Ville Turunen;;;
14444;MS-C1350;Osittaisdifferentiaaliyhtälöt;Partial differential equations;Partiella differentialekvationer;12.09.2016 - 21.10.2016;I (syksy);5;Juha Kinnunen;;;
14443;MS-C1340;Lineaarialgebra ja differentiaaliyhtälöt;Linear algebra and differential equations;Linjär algebra och differentialekvationer;10.04.2017 - 19.05.2017;II, V (lv 2016-2017);5;Riikka Kangaslampi;;;
14442;MS-C1340;Lineaarialgebra ja differentiaaliyhtälöt;Linear algebra and differential equations;Linjär algebra och differentialekvationer;31.10.2016 - 15.12.2016;II, V (lv 2016-2017);5;Antti Hannukainen;;;
14441;MS-C1300;Kompleksianalyysi;Complex analysis;Komplex analys;31.10.2016 - 12.12.2016;II (syksy);5;Kirsi Peltonen;;;
14440;MS-C1080;Algebran perusrakenteet;Introduction to abstract algebra;Algebrans grundstrukturer;03.01.2017 - 09.02.2017;III (kevät);5;Camilla Hollanti;;;
14439;MS-A0509;Grundkurs i sannolikhetskalkyl och statistik;First course in probability and statistics;Grundkurs i sannolikhetskalkyl och statistik;02.01.2017 - 15.02.2017;III (kevät);5;Georg Metsalo;;;
14438;MS-A0504;First course in probability and statistics;First course in probability and statistics;First course in probability and statistics;20.02.2017 - 04.04.2017;IV (Spring);5;;;
14437;MS-A0503;Todennäköisyyslaskennan ja tilastotieteen peruskurssi;First course in probability and statistics;Grundkurs i sannolikhetskalkyl och statistik;02.01.2017 - 15.02.2017;III (kevät);5;Lasse Leskelä;;;
14436;MS-A0502;Todennäköisyyslaskennan ja tilastotieteen peruskurssi;First course in probability and statistics;Grundkurs i sannolikhetskalkyl och statistik;31.10.2016 - 12.12.2016;II (syksy);5;Lasse Leskelä;;;
14435;MS-A0501;Todennäköisyyslaskennan ja tilastotieteen peruskurssi;First course in probability and statistics;Grundkurs i sannolikhetskalkyl och statistik;12.09.2016 - 24.10.2016;I (syksy);5;Lasse Leskelä;;;
14434;MS-A0409;Grundkurs i diskret matematik;Foundations of discrete mathematics;Grundkurs i diskret matematik;12.09.2016 - 27.10.2016;I (syksy);5;Georg Metsalo;;;
14433;MS-A0402;Diskreetin matematiikan perusteet;Foundations of discrete mathematics;Grundkurs i diskret matematik;20.02.2017 - 04.04.2017;IV (kevät);5;Riikka Kangaslampi;;;
14432;MS-A0401;Diskreetin matematiikan perusteet;Foundations of discrete mathematics;Grundkurs i diskret matematik;12.09.2016 - 27.10.2016;I (syksy);5;Gustaf Gripenberg;;;
14431;MS-A0310;Mathematics 2;Mathematics 2;Mathematics 2;03.01.2017 - 13.02.2017;III (Spring);5;Marcus Greferath;;;
14430;MS-A0309;Differential- och integralkalkyl 3;Differential and integral calculus 3;Differential- och integralkalkyl 3;21.02.2017 - 06.04.2017;IV (kevät);5;Björn Ivarsson;;;
14429;MS-A0305;Differentiaali- ja integraalilaskenta 3;Differential and integral calculus 3;Differential- och integralkalkyl 3;12.09.2016 - 27.10.2016;I (syksy);5;Antti Rasila;;;
14428;MS-A0303;Differentiaali- ja integraalilaskenta 3;Differential and integral calculus 3;Differential- och integralkalkyl 3;20.02.2017 - 06.04.2017;IV (kevät);5;Riikka Kangaslampi;;;
14427;MS-A0301;Differentiaali- ja integraalilaskenta 3 (TFM);Differential and integral calculus 3 (TFM);Differential- och integralkalkyl 3 (TFM);20.02.2017 - 06.04.2017;IV (kevät);5;Riikka Kangaslampi;;;
14426;MS-A0210;Mathematics 1;Mathematics 1;Mathematics 1;31.10.2016 - 13.12.2016;II (Autumn);5;Georg Metsalo;;;
14425;MS-A0209;Differential- och integralkalkyl 2;Differential and integral calculus 2;Differential- och integralkalkyl 2;03.01.2017 - 16.02.2017;III (kevät);5;Björn Ivarsson;;;
14424;MS-A0207;Differentiaali- ja integraalilaskenta 2 (CHEM);Differential and integral calculus 2 (CHEM);Differential- och integralkalkyl 2 (CHEM);02.01.2017 - 13.02.2017;III (kevät);5;Riikka Korte;;;
14423;MS-A0206;Differentiaali- ja integraalilaskenta 2 (ENG2);Differential and integral calculus 2 (ENG2);Differential- och integralkalkyl 2 (ENG2);03.01.2017 - 13.02.2017;III (kevät);5;Jarmo Malinen;;;
14422;MS-A0205;Differentiaali- ja integraalilaskenta 2 (ENG1);Differential and integral calculus 2 (ENG1);Differential- och integralkalkyl 2 (ENG1);03.01.2017 - 13.02.2017;III (kevät);5;Jarmo Malinen;;;
14421;MS-A0204;Differentiaali- ja integraalilaskenta 2 (ELEC2);Differential and integral calculus 2 (ELEC2);Differential- och integralkalkyl 2 (ELEC2);03.01.2017 - 16.02.2017;III (kevät);5;Antti Rasila;;;
14420;MS-A0203;Differentiaali- ja integraalilaskenta 2 (ELEC1);Differential and integral calculus 2 (ELEC1);Differential- och integralkalkyl 2 (ELEC1);20.02.2017 - 06.04.2017;IV (kevät);5;Jarmo Malinen;;;
14419;MS-A0202;Differentiaali- ja integraalilaskenta 2 (SCI);Differential and integral calculus 2 (SCI);Differential- och integralkalkyl 2 (SCI);12.09.2016 - 26.10.2016;I (syksy);5;Antti Rasila;;;
14418;MS-A0201;Differentiaali- ja integraalilaskenta 2 (TFM);Differential and integral calculus 2 (TFM);Differential- och integralkalkyl 2 (TFM);03.01.2017 - 13.02.2017;III (kevät);5;Pekka Alestalo;;;
14417;MS-A0109;Differential- och integralkalkyl 1;Differential and integral calculus 1;Differential- och integralkalkyl 1;13.09.2016 - 26.10.2016;I (Syksy);5;Björn Ivarsson;;;
14416;MS-A0108;Differentiaali- ja integraalilaskenta 1;Differential and integral calculus 1;Differential- och integralkalkyl 1;11.04.2017 - 18.05.2017;V (kevät);5;Janne Korvenpää;;;
14415;MS-A0107;Differentiaali- ja integraalilaskenta 1 (CHEM);Differential and integral calculus 1 (CHEM);Differential- och integralkalkyl 1 (CHEM);03.01.2017 - 16.02.2017;III (kevät);5;Harri Hakula;;;
14414;MS-A0106;Differentiaali- ja integraalilaskenta 1 (ENG2);Differential and integral calculus 1 (ENG2);Differential- och integralkalkyl 1 (ENG2);31.10.2016 - 15.12.2016;II (Syksy);5;Pekka Alestalo;;;
14413;MS-A0105;Differentiaali- ja integraalilaskenta 1 (ENG1);Differential and integral calculus 1 (ENG1);Differential- och integralkalkyl 1 (ENG1);13.09.2016 - 26.10.2016;I (Syksy);5;Kirsi Peltonen;;;
14412;MS-A0104;Differentiaali- ja integraalilaskenta 1 (ELEC2);Differential and integral calculus 1 (ELEC2);Differential- och integralkalkyl 1 (ELEC2);31.10.2016 - 15.12.2016;II (Syksy);5;Jarmo Malinen;;;
14411;MS-A0103;Differentiaali- ja integraalilaskenta 1 (ELEC1);Differential and integral calculus 1 (ELEC1);Differential- och integralkalkyl 1 (ELEC1);12.09.2016 - 26.10.2016;I (Syksy);5;Jarmo Malinen;;;
14410;MS-A0102;;Differential and integral calculus 1 (SCI);Differential- och integralkalkyl 1 (SCI);31.10.2016 - 15.12.2016;II (Syksy);5;Riikka Korte;;;
14409;MS-A0101;Differentiaali- ja integraalilaskenta 1 (TFM);Differential and integral calculus 1 (TFM);Differential- och integralkalkyl 1 (TFM);12.09.2016 - 27.10.2016;I (Syksy);5;Pekka Alestalo;;;
14408;MS-A0009;Matrisräkning;Matrix algebra;Matrisräkning;31.10.2016 - 13.12.2016;II (syksy);5;Björn Ivarsson;;;
14407;MS-A0008;Matriisilaskenta;Matrix algebra;Matrisräkning;20.02.2017 - 06.04.2017;IV (kevät);5;Georg Metsalo;;;
14406;MS-A0007;Matriisilaskenta (CHEM);Matrix algebra (CHEM);Matrisräkning (CHEM);12.09.2016 - 27.10.2016;I (syksy);5;Harri Hakula;;;
14405;MS-A0006;Matriisilaskenta (ENG2);Matrix algebra (ENG2);Matrisräkning (ENG2);12.09.2016 - 27.10.2016;I (syksy);5;Tuomo Kuusi;;;
14404;MS-A0005;Matriisilaskenta (ENG1);Matrix algebra (ENG1);Matrisräkning (ENG1);31.10.2016 - 13.12.2016;II (syksy);5;Ville Turunen;;;
14403;MS-A0004;Matriisilaskenta (ELEC2);Matrix algebra (ELEC2);Matrisräkning (ELEC2);12.09.2016 - 27.10.2016;I (syksy);5;Tuomo Kuusi;;;
14402;MS-A0003;Matriisilaskenta (ELEC1);Matrix algebra (ELEC1);Matrisräkning (ELEC1);31.10.2016 - 13.12.2016;II (syksy);5;Ville Turunen;;;
14401;MS-A0002;Matriisilaskenta (SCI);Matrix algebra (SCI);Matrisräkning (SCI);02.01.2017 - 13.02.2017;III (kevät);5;Antti Rasila;;;
14400;MS-A0001;Matriisilaskenta (TFM);Matrix algebra (TFM);Matrisräkning (TFM);31.10.2016 - 13.12.2016;II (syksy);5;Harri Hakula;;;
12203;MS-C2107;Sovelletun matematiikan tietokonetyöt;Computational Assignments in Applied Mathematics;Datorarbeten i tillämpad matematik;13.09.2016 - 08.12.2016;I - II, III - IV;5;Tuomas Lahtinen;;;
11846;MS-A0501;Todennäköisyyslaskennan ja tilastotieteen peruskurssi;First course in probability and statistics;Grundkurs i sannolikhetskalkyl och statistik;25.07.2016 - 24.08.2016;I (syksy);5;;;
11845;MS-A0202;Differentiaali- ja integraalilaskenta 2 (SCI);Differential and integral calculus 2 (SCI);Differential- och integralkalkyl 2 (SCI);16.05.2016 - 15.06.2016;I (syksy);5;;;
11844;MS-E1991;Course with Varying Content V: Introduction to R programming;Course with Varying Content V: Introduction to R programming;Course with Varying Content V: Introduction to R programming;11.04.2016 - 28.05.2016;;1-10;;;
11843;MS-E1980;Special assignment in mathematics (V);Special assignment in mathematics (V);Special assignment in mathematics (V);11.04.2016 - 01.08.2016;I-V (academic year)  ;5-10;;;
11682;MS-E2194;Research course in systems science (V): Applied portfolio decision analysis;Research course in systems science (V): Applied portfolio decision analysis;Research course in systems science (V): Applied portfolio decision analysis;22.02.2016 - 01.04.2016;I, II, III, IV, V (Autumn and Spring);1-6;;;
11677;MS-E1997;Large random matrices - theory and applications;Large random matrices - theory and applications;Large random matrices - theory and applications;11.04.2016 - 20.05.2016;;1-10;;;
11476;MS-C2107;Sovelletun matematiikan tietokonetyöt;Computational Assignments in Applied Mathematics;Datorarbeten i tillämpad matematik;04.01.2016 - 09.04.2016;I - II, III - IV;5;;;
11428;MS-E1997;Nonlinear partial differential equations;Nonlinear partial differential equations;Nonlinear partial differential equations;04.01.2016 - 31.03.2016;;1-10;;;
11427;MS-E1991;Riemann surfaces and Teichmuller theory;Riemann surfaces and Teichmuller theory;Riemann surfaces and Teichmuller theory;04.01.2016 - 11.02.2016;;1-10;;;
11107;MS-E1609;Seminar on stochastics and statistics (V);Seminar on stochastics and statistics (V);Seminar on stochastics and statistics (V);04.01.2016 - 16.05.2016;I-V (academic year)  ;1-5;;;
11032;MS-E1659;Seminar on applied mathematics (V);Seminar on applied mathematics (V);Seminar on applied mathematics (V);14.09.2015 - 30.11.2015;I-V (academic year)  ;1-5;An overview of research on applied mathematics and mechanics at Aalto University and collaborating units.     ;Seminar talks and discussion on current research topics in applied mathematics and mechanics. The seminar usually convenes once a week during the academic year.     ;
10987;MS-E2195;Web-based courses in systems analysis (V);Web-based courses in systems analysis (V);Web-based courses in systems analysis (V);01.08.2015 - 31.07.2016;I - II, III - V (Autumn and Spring);1-6;;Independent studies with web-based teaching material produced by the Systems Analysis Laboratory and selected foreign universities. See the available courses at the web pages     ;
10986;MS-E2194;Research course in systems science (V): Advanced topics in portfolio decision analysis;Research course in systems science (V): Advanced topics in portfolio decision analysis;Research course in systems science (V): Advanced topics in portfolio decision analysis;01.08.2015 - 31.07.2016;I, II, III, IV, V (Autumn and Spring);1-6;;Advanced graduate course on topics of current interest in systems research given mainly by visitors. The description of courses offered each year can be found at the homepage.     ;
10985;MS-E2193;Independent studies in systems analysis (V);Independent studies in systems analysis (V);Independent studies in systems analysis (V);01.08.2015 - 31.07.2016;I - II, III - V (Autumn and Spring);1-9;The course makes it possible to take courses from other universities.     ;Independent studies or supplementing normal course offerings. Credit by agreement.     ;
